team,opendota_id,rank,rating,slug,,tier
"Venom

1,000",6756,43,353,6756-venom,,5
"[S]corch

1,000",6758,43,353,6758-s-corch,,5
"Advent Winners Team

1,000",6762,43,353,6762-advent-winners-team,,5
"KingsurfNet

1,000",6763,43,353,6763-kingsurfnet,,5
"[Black_Night]

1,000",6764,43,353,6764-black-night,,5
"HackerZ

1,000",6768,43,353,6768-hackerz,,5
"zhong se wu you

1,000",6772,43,353,6772-zhong-se-wu-you,,5
"Nusantara Team

1,000",6774,43,353,6774-nusantara-team,,5
"Netsurf

1,000",6775,43,353,6775-netsurf,,5
"Team.Azenders

1,000",6777,43,353,6777-team-azenders,,5
"Pentagon.PH

1,000",6779,43,353,6779-pentagon-ph,,5
"Joglo Gaming

1,000",6786,43,353,6786-joglo-gaming,,5
"BUTONG

1,000",6789,43,353,6789-butong,,5
"Negative One

1,000",6791,43,353,6791-negative-one,,5
"Virtue in Ancient

1,000",6801,43,353,6801-virtue-in-ancient,,5
"SAMUCH MESTIZO

1,000",6803,43,353,6803-samuch-mestizo,,5
"Lemons Gaming E-sports

1,000",6807,43,353,6807-lemons-gaming-e-sports,,5
"Neon Panda

1,000",6809,43,353,6809-neon-panda,,5
"Evil Titans

1,000",6810,43,353,6810-evil-titans,,5
"Hitz's Gaming

1,000",6812,43,353,6812-hitz-s-gaming,,5
"No Syringe

1,000",6813,43,353,6813-no-syringe,,5
"Bromans Bryggeri & Porr AB

1,000",6814,43,353,6814-bromans-bryggeri-porr-ab,,5
"P-Gaming

1,000",6816,43,353,6816-p-gaming,,5
"Vinlance Infinite

1,000",6818,43,353,6818-vinlance-infinite,,5
"PPCPOC

1,000",6820,43,353,6820-ppcpoc,,5
"Garra Suerte

1,000",6825,43,353,6825-garra-suerte,,5
"Konsum

1,000",6827,43,353,6827-konsum,,5
"Lipsy Danger

1,000",6833,43,353,6833-lipsy-danger,,5
"Le CieL

1,000",6834,43,353,6834-le-ciel,,5
"Heads Up High

1,000",6838,43,353,6838-heads-up-high,,5
"D2Conj.my

1,000",6840,43,353,6840-d2conj-my,,5
"Crz Gaming

1,000",6842,43,353,6842-crz-gaming,,5
"The Paradox

1,000",6843,43,353,6843-the-paradox,,5
"Play For Fun

1,000",6844,43,353,6844-play-for-fun,,5
"Fairy Tail :

1,000",6850,43,353,6850-fairy-tail,,5
"TUMORI

1,000",6852,43,353,6852-tumori,,5
"All Hail Meepo

1,000",6856,43,353,6856-all-hail-meepo,,5
"Dead End Multigaming

1,000",6858,43,1995,6858-dead-end-multigaming,,5
"league assassins

1,000",6859,43,1995,6859-league-assassins,,5
"Generations of Miracles

1,000",6861,43,1995,6861-generations-of-miracles,,5
"Buldog1995

1,000",6862,43,1995,6862-buldog1995,,5
"Extortion

1,000",6863,43,1995,6863-extortion,,5
"ReaperZ.Black

1,000",6865,43,1995,6865-reaperz-black,,5
"New Meta

1,000",6867,43,1995,6867-new-meta,,5
"VietUnited

1,000",6868,43,1995,6868-vietunited,,5
"Psycho Gaming

1,000",6871,43,1995,6871-psycho-gaming,,5
"Genuine.Geniuses

1,000",6872,43,1995,6872-genuine-geniuses,,5
"Addicted Five

1,000",6873,43,353,6873-addicted-five,,5
"AntimageAndBottle

1,000",6874,43,353,6874-antimageandbottle,,5
"Galvanoth.

1,000",6875,43,353,6875-galvanoth,,5
"Imperial Gaming

1,000",6877,43,353,6877-imperial-gaming,,5
"N'Perfection

1,000",6878,43,353,6878-n-perfection,,5
"Wicked.Gaming

1,000",6879,43,353,6879-wicked-gaming,,5
"Teddy Gaming

1,000",6880,43,353,6880-teddy-gaming,,5
"MVP-G

1,000",6882,43,353,6882-mvp-g,,5
"Pag-ibig Gaming

1,000",6885,43,353,6885-pag-ibig-gaming,,5
"VirtualTeam

1,000",6889,43,353,6889-virtualteam,,5
"Random Team Dota 2

1,000",6894,43,353,6894-random-team-dota-2,,5
"Asianatic.Nz

1,000",6898,43,353,6898-asianatic-nz,,5
"Verge eSports

1,000",6899,43,353,6899-verge-esports,,5
"You Go First

1,000",6900,43,353,6900-you-go-first,,5
"PRooF

1,000",6901,43,353,6901-proof,,5
"DA

1,000",6902,43,353,6902-da,,5
"Inspiring Hope

1,000",6903,43,353,6903-inspiring-hope,,5
"abcD Stacks

1,000",6905,43,353,6905-abcd-stacks,,5
"Taylor Gang

1,000",6906,43,353,6906-taylor-gang,,5
"PhoeniX ESports

1,000",6907,43,353,6907-phoenix-esports,,5
"Wolfpack-

1,000",6908,43,353,6908-wolfpack,,5
"Knife

1,000",6912,43,353,6912-knife,,5
"Alcohol Aviailable

1,000",6913,43,353,6913-alcohol-aviailable,,5
"DANCING SAMURAI

1,000",6914,43,353,6914-dancing-samurai,,5
"Setsuna Yuen

1,000",6917,43,353,6917-setsuna-yuen,,5
"Shaq plus Four Friends

1,000",6918,43,353,6918-shaq-plus-four-friends,,5
"magic 7

1,000",6919,43,353,6919-magic-7,,5
"DayDream

1,000",6920,43,353,6920-daydream,,5
"AnotherLevel

1,000",6921,43,353,6921-anotherlevel,,5
"Outlaw

1,000",6925,43,353,6925-outlaw,,5
"LifeStartsHere

1,000",6926,43,353,6926-lifestartshere,,5
"The Berry

1,000",6927,43,353,6927-the-berry,,5
"Green Gaming.Net

1,000",6928,43,353,6928-green-gaming-net,,5
"SKYFALL

1,000",6930,43,353,6930-skyfall,,5
"Worriors OF Warcraft

1,000",6931,43,353,6931-worriors-of-warcraft,,5
"Faith.eSport

1,000",6933,43,353,6933-faith-esport,,5
"Aspiring

1,000",6934,43,353,6934-aspiring,,5
"Reflex.GamingClub

1,000",6935,43,353,6935-reflex-gamingclub,,5
"Outrage

1,000",6936,43,353,6936-outrage,,5
"Cheat2Win

1,000",6937,43,353,6937-cheat2win,,5
"MeisTer

1,000",6940,43,353,6940-meister,,5
"Team Aesir

1,000",6946,43,353,6946-team-aesir,,5
"VietnamDreamTeamz

1,000",6949,43,353,6949-vietnamdreamteamz,,5
"273.

1,000",6950,43,353,6950-273,,5
"Desight

1,000",6952,43,353,6952-desight,,5
"Just Play Hard

1,000",6953,43,353,6953-just-play-hard,,5
"LittleOnBite

1,000",6957,43,353,6957-littleonbite,,5
"Ciudad Blanca Gamers

1,000",6958,43,353,6958-ciudad-blanca-gamers,,5
"CounterDB

1,000",6959,43,353,6959-counterdb,,5
"Vitamilk and Tiger

1,000",6960,43,353,6960-vitamilk-and-tiger,,5
"Zodiac of Dominant

1,000",6962,43,353,6962-zodiac-of-dominant,,5
"5 Riders of the Apocalypse

1,000",6966,43,353,6966-5-riders-of-the-apocalypse,,5
"7 Heaven

1,000",6967,43,353,6967-7-heaven,,5
"Hujovie

1,000",6968,43,353,6968-hujovie,,5
"Tirador

1,000",6970,43,353,6970-tirador,,5
"Simul Superamus

1,000",6971,43,353,6971-simul-superamus,,5
"DapimpsCrew

1,000",6979,43,353,6979-dapimpscrew,,5
"TRY-US

1,000",6980,43,353,6980-try-us,,5
"trySofts

1,000",6984,43,353,6984-trysofts,,5
"LAST YEAR CHAMPIONS

1,000",6997,43,353,6997-last-year-champions,,5
"ENSIDIA

1,000",6998,43,353,6998-ensidia,,5
"Next in Line

1,000",6999,43,353,6999-next-in-line,,5
"GalawangImba.Mandirigma Gaming

1,000",7001,43,353,7001-galawangimba-mandirigma-gaming,,5
"Aghanim Gaming

1,000",7004,43,353,7004-aghanim-gaming,,5
"SilentAssassins

1,000",7008,43,353,7008-silentassassins,,5
"IceGaming

1,000",7009,43,353,7009-icegaming,,5
"VindicTa

1,000",7010,43,353,7010-vindicta,,5
"Zoe

1,000",7011,43,353,7011-zoe,,5
"Virtuoso Oceania

1,000",7012,43,353,7012-virtuoso-oceania,,5
"Silent Assassins GT

1,000",7014,43,353,7014-silent-assassins-gt,,5
"Killsteals

1,000",7015,43,353,7015-killsteals,,5
"5hockZ E-Sports

1,000",7022,43,353,7022-5hockz-e-sports,,5
"WeRage Gaming

1,000",7026,43,353,7026-werage-gaming,,5
"GoToTheInternational

1,000",7032,43,353,7032-gototheinternational,,5
"Power of Victory

1,000",7035,43,353,7035-power-of-victory,,5
"FVN

1,000",7036,43,353,7036-fvn,,5
"e.ZonA

1,000",7037,43,353,7037-e-zona,,5
"Forces Victims to Call us Kings

1,000",7038,43,353,7038-forces-victims-to-call-us-kings,,5
"Wonder-Men

1,000",7042,43,353,7042-wonder-men,,5
"Evil Source Gaming team

1,000",7043,43,353,7043-evil-source-gaming-team,,5
"keong

1,000",7044,43,353,7044-keong,,5
"Covenants Gaming

1,000",7045,43,353,7045-covenants-gaming,,5
"ALPHA

1,000",7048,43,353,7048-alpha,,5
"Focus

1,000",7049,43,353,7049-focus,,5
"Ваня-Игр

1,000",7052,43,353,7052-vania-ighr,,5
"Public-Agent

1,000",7057,43,353,7057-public-agent,,5
"TeamHeartbeat

1,000",7058,43,353,7058-teamheartbeat,,5
"Nexus Gaming

1,000",7064,43,353,7064-nexus-gaming,,5
"LET GO

1,000",7070,43,353,7070-let-go,,5
"RISE Gaming

1,000",7071,43,353,7071-rise-gaming,,5
"Vientiane Allstar

1,000",7072,43,353,7072-vientiane-allstar,,5
"AggressivePH

1,000",7073,43,353,7073-aggressiveph,,5
"FAITOR

1,000",7074,43,353,7074-faitor,,5
"Fair play team

1,000",7079,43,353,7079-fair-play-team,,5
"Z-Twin`Reborn

1,000",7082,43,353,7082-z-twin-reborn,,5
"Jebac

1,000",7084,43,353,7084-jebac,,5
"NoChinese=Win

1,000",7087,43,353,7087-nochinese-win,,5
"Brothers of Borneo

1,000",7088,43,353,7088-brothers-of-borneo,,5
"Real Dno Gaming

1,000",7092,43,353,7092-real-dno-gaming,,5
"HappTeam

1,000",7093,43,353,7093-happteam,,5
"EtLemon.Razer

1,000",7096,43,353,7096-etlemon-razer,,5
"killing joke

1,000",7097,43,353,7097-killing-joke,,5
"slation

1,000",7103,43,353,7103-slation,,5
"Love Sick

1,000",7105,43,353,7105-love-sick,,5
"ADDICTEDGAMER

1,000",7107,43,353,7107-addictedgamer,,5
"NooBita

1,000",7111,43,353,7111-noobita,,5
"Midori gaming II

1,000",7115,43,353,7115-midori-gaming-ii,,5
"L0V3

1,000",7117,43,353,7117-l0v3,,5
"Kvuddra Inc.

1,000",7124,43,353,7124-kvuddra-inc,,5
"Team UNITY

1,000",7127,43,353,7127-team-unity,,5
"Basic Instincts

1,000",7131,43,353,7131-basic-instincts,,5
"NoKaori

1,000",7132,43,353,7132-nokaori,,5
"Scarlet Gaming

1,000",7135,43,353,7135-scarlet-gaming,,5
"Casino Gaming

1,000",7136,43,353,7136-casino-gaming,,5
"Tarang Gaming

1,000",7144,43,353,7144-tarang-gaming,,5
"YK

1,000",7147,43,353,7147-yk,,5
"School Return

1,000",7150,43,353,7150-school-return,,5
"Nirvana.Night|

1,000",7152,43,353,7152-nirvana-night,,5
"Junkie Brothers

1,000",7155,43,353,7155-junkie-brothers,,5
"High Players Gaming

1,000",7162,43,353,7162-high-players-gaming,,5
"ProWannabe

1,000",7164,43,353,7164-prowannabe,,5
"|Ð|rac

1,000",7165,43,353,7165-d-rac,,5
"catonel

1,000",7167,43,353,7167-catonel,,5
"Mattallica

1,000",7168,43,353,7168-mattallica,,5
"E.X.P.L.I.C.I.T Gaming

1,000",7169,43,353,7169-e-x-p-l-i-c-i-t-gaming,,5
"AZAB

1,000",7172,43,353,7172-azab,,5
"Darknessuniverse

1,000",7174,43,353,7174-darknessuniverse,,5
"byebyekayukayu

1,000",7175,43,353,7175-byebyekayukayu,,5
"StormGaming

1,000",7178,43,353,7178-stormgaming,,5
"Selena Gomez The Best

1,000",7190,43,353,7190-selena-gomez-the-best,,5
"Justie League

1,000",7191,43,353,7191-justie-league,,5
"Forty2

1,000",7192,43,353,7192-forty2,,5
"Sicut Nox Silent

1,000",7193,43,353,7193-sicut-nox-silent,,5
"Try To Remember

1,000",7195,43,353,7195-try-to-remember,,5
"BlackMarket

1,000",7197,43,353,7197-blackmarket,,5
"yoshieatscookies

1,000",7198,43,353,7198-yoshieatscookies,,5
"SMART`MOVE

1,000",7202,43,353,7202-smart-move,,5
"NagaHitam

1,000",7203,43,353,7203-nagahitam,,5
"Game Master Ruler of The World

1,000",7204,43,353,7204-game-master-ruler-of-the-world,,5
"Team Roguez

1,000",7211,43,353,7211-team-roguez,,5
"Cyber-end Dragon

1,000",7214,43,353,7214-cyber-end-dragon,,5
"Vindictive Combine

1,000",7216,43,353,7216-vindictive-combine,,5
"Green Light

1,000",7217,43,353,7217-green-light,,5
"Kup Kurde Kurę

1,000",7222,43,353,7222-kup-kurde-kure,,5
"Gwapites Gaming

1,000",7223,43,353,7223-gwapites-gaming,,5
"SPERM EVOLUTION

1,000",7224,43,353,7224-sperm-evolution,,5
"Team Mistral

1,000",7243,43,353,7243-team-mistral,,5
"ZET-eSports.org DotA

1,000",7244,43,353,7244-zet-esports-org-dota,,5
"worst shit ever

1,000",7246,43,353,7246-worst-shit-ever,,5
"United stones

1,000",7252,43,353,7252-united-stones,,5
"nice Fun

1,000",7274,43,353,7274-nice-fun,,5
"Heisenberg Gaming

1,000",7283,43,353,7283-heisenberg-gaming,,5
"SPC

1,000",7285,43,353,7285-spc,,5
"NoSpacecow

1,000",7288,43,353,7288-nospacecow,,5
"testttttttt

1,000",7290,43,353,7290-testttttttt,,5
"Psychologycal Techno

1,000",7291,43,353,7291-psychologycal-techno,,5
"cuteasshole

1,000",7293,43,353,7293-cuteasshole,,5
"Creta Gaming

1,000",7294,43,353,7294-creta-gaming,,5
"Kung Fu Pandas

1,000",7297,43,353,7297-kung-fu-pandas,,5
"Team Lenglui

1,000",7300,43,353,7300-team-lenglui,,5
"Tactical Pandas

1,000",7307,43,353,7307-tactical-pandas,,5
"GeNySis`

1,000",7309,43,353,7309-genysis,,5
"kaotic gaming

1,000",7312,43,353,7312-kaotic-gaming,,5
"Bellum Internecinum

1,000",7313,43,353,7313-bellum-internecinum,,5
"League of Gamers

1,000",7315,43,353,7315-league-of-gamers,,5
"IFF

1,000",7318,43,353,7318-iff,,5
"LFZS

1,000",7322,43,353,7322-lfzs,,5
"STOP

1,000",7325,43,353,7325-stop,,5
"Expert

1,000",7326,43,353,7326-expert,,5
"Legacy Gaming Team

1,000",7332,43,353,7332-legacy-gaming-team,,5
"Serieus Gaming

1,000",7333,43,353,7333-serieus-gaming,,5
"WolfPack.net Hunger

1,000",7335,43,353,7335-wolfpack-net-hunger,,5
"Mysteriousness of Fx E-Sport

1,000",7336,43,353,7336-mysteriousness-of-fx-e-sport,,5
"IDEM

1,000",7345,43,353,7345-idem,,5
"JD Gaming

1,000",7346,43,353,7346-jd-gaming,,5
"Women I'D Like Fuck

1,000",7348,43,353,7348-women-i-d-like-fuck,,5
"TDED

1,000",7349,43,353,7349-tded,,5
"Hunt It Down

1,000",7355,43,353,7355-hunt-it-down,,5
"YuNO.MY eSports

1,000",7356,43,353,7356-yuno-my-esports,,5
"Ray.MY_eSports

1,000",7361,43,353,7361-ray-my-esports,,5
"Team Butuan

1,000",7362,43,353,7362-team-butuan,,5
"Pegaso

1,000",7363,43,353,7363-pegaso,,5
"Era.Gaming

1,000",7368,43,353,7368-era-gaming,,5
"Insane for Play

1,000",7370,43,353,7370-insane-for-play,,5
"Ignition Gaming

1,000",7371,43,353,7371-ignition-gaming,,5
"Elvin Mike

1,000",7379,43,353,7379-elvin-mike,,5
"Sharingan

1,000",7380,43,353,7380-sharingan,,5
"MindGamer

1,000",7382,43,353,7382-mindgamer,,5
"Team Skeet

1,000",7388,43,353,7388-team-skeet,,5
"PwNography

1,000",7389,43,353,7389-pwnography,,5
"Notorious

1,000",7392,43,353,7392-notorious,,5
"Liberty

1,000",7402,43,353,7402-liberty,,5
"^||NooB_HuNTeRz||^

1,000",7449,43,353,7449-noob-hunterz,,5
"Kill, Krush 'n' Destroy

1,000",7452,43,353,7452-kill-krush-n-destroy,,5
"Aggressive Ghost Team

1,000",7472,43,353,7472-aggressive-ghost-team,,5
"7Kingdoms

1,000",7473,43,353,7473-7kingdoms,,5
"Patastyle

1,000",7474,43,353,7474-patastyle,,5
"OverFire

1,000",7477,43,353,7477-overfire,,5
"Ice.Gaming

1,000",7490,43,353,7490-ice-gaming,,5
"Salcanzara

1,000",7491,43,353,7491-salcanzara,,5
"eVa-Gaming

1,000",7493,43,353,7493-eva-gaming,,5
"xLv

1,000",7499,43,353,7499-xlv,,5
"five_lives™

1,000",7502,43,353,7502-five-lives,,5
"Time Aesir

1,000",7503,43,353,7503-time-aesir,,5
"Team revolution

1,000",7506,43,353,7506-team-revolution,,5
"INCA.OK

1,000",7507,43,353,7507-inca-ok,,5
"LoveTheHaters

1,000",7509,43,353,7509-lovethehaters,,5
"To Be Decided.4

1,000",7510,43,353,7510-to-be-decided-4,,5
"Stupid Guys

1,000",7518,43,353,7518-stupid-guys,,5
"PanDarea-Gaming-eSport

1,000",7519,43,353,7519-pandarea-gaming-esport,,5
"Sega Mega Drive 16Bit

1,000",7526,43,353,7526-sega-mega-drive-16bit,,5
"TEAM DEBUX

1,000",7527,43,353,7527-team-debux,,5
"Jagd Dorsa

1,000",7529,43,353,7529-jagd-dorsa,,5
"MalaySia

1,000",7539,43,353,7539-malaysia,,5
"Kallt Kaffe

1,000",7542,43,353,7542-kallt-kaffe,,5
"Revolution Gaming

1,000",7547,43,353,7547-revolution-gaming,,5
"Noobie Gaming

1,000",7548,43,353,7548-noobie-gaming,,5
"Next GloriouS

1,000",7549,43,353,7549-next-glorious,,5
"An Nhu Mare

1,000",7550,43,353,7550-an-nhu-mare,,5
"GGnoRE

1,000",7552,43,353,7552-ggnore,,5
"Vision of Champion

1,000",7559,43,353,7559-vision-of-champion,,5
"God Like Holy F$ck

1,000",7565,43,353,7565-god-like-holy-f-ck,,5
"You What Mate?

1,000",7567,43,353,7567-you-what-mate,,5
"BEN10

1,000",7568,43,353,7568-ben10,,5
"Mad Hawk Gaming

1,000",7570,43,353,7570-mad-hawk-gaming,,5
"BLACK DRAGON`TH

1,000",7571,43,353,7571-black-dragon-th,,5
"MTS eSports

1,000",7577,43,353,7577-mts-esports,,5
"H1N1 AWAKENING

1,000",7578,43,353,7578-h1n1-awakening,,5
"noClick

1,000",7580,43,353,7580-noclick,,5
"Malaysian Virtual Gamers

1,000",7582,43,353,7582-malaysian-virtual-gamers,,5
"Team New Generation

1,000",7583,43,353,7583-team-new-generation,,5
"Say The Fucking Miss

1,000",7584,43,353,7584-say-the-fucking-miss,,5
"Bros&Randoms

1,000",7585,43,353,7585-bros-randoms,,5
"DynamiX TteSports

1,000",7586,43,353,7586-dynamix-ttesports,,5
"TotangGaming

1,000",7590,43,353,7590-totanggaming,,5
"Corner Crew

1,000",7600,43,353,7600-corner-crew,,5
"The Force

1,000",7622,43,353,7622-the-force,,5
"Immune Gaming

1,000",7623,43,353,7623-immune-gaming,,5
"We Are Friends

1,000",7631,43,353,7631-we-are-friends,,5
"bumbar i drugari

1,000",7633,43,353,7633-bumbar-i-drugari,,5
"Dwayne ""The John"" Rockson

1,000",7638,43,353,7638-dwayne-the-john-rockson,,5
"DESTRUCTION

1,000",7640,43,353,7640-destruction,,5
"the Circle

1,000",7641,43,353,7641-the-circle,,5
"SS AUTISM EXTERMINATION UNIT

1,000",7644,43,353,7644-ss-autism-extermination-unit,,5
"NoLanExperience

1,000",7645,43,353,7645-nolanexperience,,5
"Azores Eagles

1,000",7646,43,353,7646-azores-eagles,,5
"Flush-Esports

1,000",7650,43,353,7650-flush-esports,,5
"GameMasters

1,000",7653,43,353,7653-gamemasters,,5
"GalaxyDota

1,000",7654,43,353,7654-galaxydota,,5
"AdmireMeTeam

1,000",7660,43,353,7660-admiremeteam,,5
"Brovi Gaming

1,000",7662,43,353,7662-brovi-gaming,,5
"Chipu the man

1,000",7666,43,353,7666-chipu-the-man,,5
"AFGANkz

1,000",7669,43,353,7669-afgankz,,5
"Daymare

1,000",7670,43,353,7670-daymare,,5
"RisK!

1,000",7674,43,353,7674-risk,,5
"vooDoo gaming

1,000",7680,43,353,7680-voodoo-gaming,,5
"clockursik.international

1,000",7683,43,353,7683-clockursik-international,,5
"Magic Invis

1,000",7688,43,353,7688-magic-invis,,5
"Only The WinneR

1,000",7692,43,353,7692-only-the-winner,,5
"Do Not Fuck Disturb

1,000",7696,43,353,7696-do-not-fuck-disturb,,5
"Freedom Fighters

1,000",7697,43,1337,7697-freedom-fighters,,5
"Greek_Hurricane

1,000",7699,43,1337,7699-greek-hurricane,,5
"LAZERY

1,000",7705,43,1337,7705-lazery,,5
"1337huania

1,000",7707,43,1337,7707-1337huania,,5
"Novus Potentia

1,000",7713,43,1337,7713-novus-potentia,,5
"Submerge Gaming

1,000",7715,43,1337,7715-submerge-gaming,,5
"Terashack Gaming

1,000",7716,43,1337,7716-terashack-gaming,,5
"Onion Sellers

1,000",7718,43,1337,7718-onion-sellers,,5
"beyondChickLike International

1,000",7719,43,1337,7719-beyondchicklike-international,,5
"Lowslow

1,000",7735,43,1337,7735-lowslow,,5
"removeteam

1,000",7738,43,353,7738-removeteam,,5
"HAINAM|DANGER

1,000",7740,43,353,7740-hainam-danger,,5
"Barongga Esports

1,000",7746,43,353,7746-barongga-esports,,5
"Xpendables.PH

1,000",7748,43,353,7748-xpendables-ph,,5
"DNS-Gaming

1,000",7759,43,353,7759-dns-gaming,,5
"Team Ac.Net

1,000",7760,43,353,7760-team-ac-net,,5
"MINUS_5

1,000",7761,43,353,7761-minus-5,,5
"GgT.EXTREME

1,000",7774,43,353,7774-ggt-extreme,,5
"Natus Mincere

1,000",7775,43,353,7775-natus-mincere,,5
"Suang United

1,000",7776,43,353,7776-suang-united,,5
"|Feelings of Anger

1,000",7777,43,353,7777-feelings-of-anger,,5
"Shyly Smiley >_<

1,000",7778,43,353,7778-shyly-smiley,,5
"Geecco

1,000",7781,43,353,7781-geecco,,5
"Aceh E-sport

1,000",7792,43,353,7792-aceh-e-sport,,5
"[T]row[B]ack

1,000",7794,43,353,7794-t-row-b-ack,,5
"KETTLE

1,000",7796,43,353,7796-kettle,,5
"Team Pride

1,000",7799,43,353,7799-team-pride,,5
"ferts paradero

1,000",7802,43,353,7802-ferts-paradero,,5
"Why so serious?

1,000",7803,43,353,7803-why-so-serious,,5
"Team Avernus

1,000",7804,43,353,7804-team-avernus,,5
"GALAXy.E-Sports

1,000",7806,43,353,7806-galaxy-e-sports,,5
"KeepDark

1,000",7807,43,353,7807-keepdark,,5
"Volgende Generaite

1,000",7808,43,353,7808-volgende-generaite,,5
"[A]wesom[E]

1,000",7809,43,353,7809-a-wesom-e,,5
"Legacy of cossacks

1,000",7811,43,353,7811-legacy-of-cossacks,,5
"vincet

1,000",7812,43,353,7812-vincet,,5
"Not Late Game

1,000",7813,43,353,7813-not-late-game,,5
"Rive Knight

1,000",7817,43,353,7817-rive-knight,,5
"Burning Legion

1,000",7818,43,353,7818-burning-legion,,5
"BaleendahGaming

1,000",7822,43,353,7822-baleendahgaming,,5
"Artech Gaming

1,000",7823,43,353,7823-artech-gaming,,5
"Generacion Milagrosa

1,000",7824,43,353,7824-generacion-milagrosa,,5
"E-Sport Space Team

1,000",7825,43,353,7825-e-sport-space-team,,5
"Segway

1,000",7834,43,353,7834-segway,,5
"Agent of s.h.i.e.l.d

1,000",7838,43,353,7838-agent-of-s-h-i-e-l-d,,5
"BugzGamingCebu

1,000",7847,43,353,7847-bugzgamingcebu,,5
"Unexpected 5

1,000",7849,43,353,7849-unexpected-5,,5
"Natural Selection

1,000",7850,43,353,7850-natural-selection,,5
"Murloc Cool Creeper

1,000",7854,43,353,7854-murloc-cool-creeper,,5
"SourceOfAllCommunity

1,000",7860,43,353,7860-sourceofallcommunity,,5
"Team|Spy

1,000",7861,43,353,7861-team-spy,,5
"Time to Fall

1,000",7862,43,353,7862-time-to-fall,,5
"Frikimaticos

1,000",7865,43,353,7865-frikimaticos,,5
"LAST NIGHTMARE

1,000",7866,43,353,7866-last-nightmare,,5
"Monster Gaming

1,000",7868,43,353,7868-monster-gaming,,5
"Private Games

1,000",7871,43,353,7871-private-games,,5
"Hardcora.net

1,000",7874,43,353,7874-hardcora-net,,5
"rOs.BR

1,000",7876,43,353,7876-ros-br,,5
"Nitro Family

1,000",7878,43,353,7878-nitro-family,,5
"Total Miss

1,000",7886,43,353,7886-total-miss,,5
"Lorencia

1,000",7887,43,353,7887-lorencia,,5
"GK team dota 2

1,000",7888,43,353,7888-gk-team-dota-2,,5
"Repulscae Nescia Gaming

1,000",7891,43,353,7891-repulscae-nescia-gaming,,5
"Tasukete

1,000",7895,43,353,7895-tasukete,,5
"eN3.net

1,000",7896,43,353,7896-en3-net,,5
"Warlords

1,000",7898,43,353,7898-warlords,,5
"The Jaegar

1,000",7899,43,353,7899-the-jaegar,,5
"Voltex Five

1,000",7900,43,353,7900-voltex-five,,5
"FeedME

1,000",7901,43,353,7901-feedme,,5
"Dota2King

1,000",7904,43,353,7904-dota2king,,5
"MR. EXTRAORDINARY

1,000",7906,43,353,7906-mr-extraordinary,,5
"Ne Koyduk Be

1,000",7908,43,353,7908-ne-koyduk-be,,5
"Orewki.int

1,000",7911,43,353,7911-orewki-int,,5
"A-Flame

1,000",7915,43,353,7915-a-flame,,5
"Rhp-Siklab

1,000",7917,43,353,7917-rhp-siklab,,5
"In The Name of Father

1,000",7918,43,353,7918-in-the-name-of-father,,5
"e-Go Gaming

1,000",7920,43,353,7920-e-go-gaming,,5
"Ronara

1,000",7924,43,353,7924-ronara,,5
"Team name

1,000",7935,43,353,7935-team-name,,5
"Kaplugan ni Kulas

1,000",7936,43,353,7936-kaplugan-ni-kulas,,5
"Mercified

1,000",7937,43,353,7937-mercified,,5
"Farnetic

1,000",7938,43,353,7938-farnetic,,5
"PonorogoStyle

1,000",7942,43,353,7942-ponorogostyle,,5
"Muted

1,000",7946,43,353,7946-muted,,5
"RoadToBeDendi

1,000",7947,43,353,7947-roadtobedendi,,5
"Mantej

1,000",7953,43,353,7953-mantej,,5
"Helios - Wrath

1,000",7954,43,353,7954-helios-wrath,,5
"MusterStation.JNP

1,000",7960,43,353,7960-musterstation-jnp,,5
"Squidwards

1,000",7961,43,353,7961-squidwards,,5
"Any !dea?

1,000",7968,43,353,7968-any-dea,,5
"Team FREYA

1,000",7970,43,353,7970-team-freya,,5
"DotaPlayGaming

1,000",7974,43,353,7974-dotaplaygaming,,5
"Team Legendary

1,000",7979,43,353,7979-team-legendary,,5
"Kai Gaming

1,000",7982,43,353,7982-kai-gaming,,5
"--DUX--

1,000",7984,43,353,7984-dux,,5
"Rage

1,000",7985,43,353,7985-rage,,5
"Shoot Esport Gaming

1,000",7989,43,353,7989-shoot-esport-gaming,,5
